Unnamed: 0,symbol,2022-05-12
1003,ADK,0
1004,SIB,272104.55760975
1005,SAFE,435558.5354626
1006,RPG,6564568.74793039
1007,CARD,957868.87504595
1008,SPI,5899.82363139
1009,DBC,180196.92978493
1010,BBS,8183746.62120632
1011,ARA,589073.70580696
1012,GAME,144230.38578659
1013,XTM,905808.74930985
1014,DEHUB,16650.04477743
1015,GMEE,1682763.56383556
1016,WEST,383450.74373012
1017,AXIS,335594.2774762
1018,PICKLE,1590.46218921
1019,GEEQ,1463226.84886904
1020,SUTER,935390.27589697
1021,EPK,241885.02413323
1022,ILC,1769287.61038769
1023,SATT,180145.30920074
1024,LABS,82317.34959315
1025,SPIRIT,67222.53734346
1026,WOW,392329.1468099
1027,GSWAP,0
1028,DAFI,333439.64006309
1029,RDN,1975.78488509
1030,BCMC,48.63316423
1031,XFL,486899.23117174
1032,vLINK,8771.53139682
1033,NPXSXEM,374979.21821217
1034,ICE,2582.18552727
1035,HBX,98284.88299863
1036,GMCOIN,10282.3705922
1037,ZOO,0.11682181
1038,ORION,52633.74601504
1039,NVT,2631304.80182771
1040,BRZE,105644.48886583
1041,MYST,57319.43959268
1042,SMI,239882.71731775
1043,DHT,170707.3104943
1044,UBXT,727604.71560419
1045,XEND,1815526.32010235
1046,SFT,176854.23454503
1047,SHROOM,543.95118449
1048,ISP,83139.02988947
1049,DFG,883814.32838782
1050,HEGIC,87077.18242842
1051,OOKS,134944.0108687
1052,BNC,1320014.16033368
1053,MITX,810195.88968221
1054,EVRY,120.48738889
1055,JOB,1973606.94736226
1056,SIDUS,1752835.69126574
1057,BOX,29457.08552182
1058,NXT,992233.61221838
1059,JULD,0
1060,TKN,263668.28184023
1061,JUP,1411958.88252516
1062,RFUEL,722759.87078277
1063,STRP,401583.25632628
1064,SOC,1561.26683231
1065,GHOST,4751860.03457974
1066,XRT,668410.88450871
1067,VALOR,581907.73843602
1068,SRK,70429.94748385
1069,POA,177533.1611601
1070,BOLT,3663145.15397531
1071,PHB,21.70810535
1072,SIN,0
1073,mAAPL,0
1074,TFL,14190.10761494
1075,OTO,16394599.04696289
1076,CAS,493477.90308492
1077,FCON,1325035.49499967
1078,CHICKS,396715.62172484
1079,SATA,61677.12828511
1080,MEME,374100.66595902
1081,GNX,578013.95547088
1082,mSLV,13663.21831486
1083,SALT,203066.79195766
1084,DCN,0
1085,CLOAK,4021149.26845163
1086,GTON,978632.72204095
1087,VEST,47855.94413998
1088,QI,63502.74975097
1089,TAU,608768.51064127
1090,CIRUS,34165.71352531
1091,SWFTC,227899.31065218
1092,ANW,962299.0735946
1093,NFTART,572.96740181
1094,FTC,33670.04161994
1095,0xBTC,1347871.67660552
1096,UBX,32218.57700947
1097,HOD,612462.15540927
1098,EXNT,620341.06321354
1099,PSP,2043909.61702361
1100,AWC,114617.82369787
1101,RVF,1315309.58889538
1102,PBR,246973.62449929
1103,MFG,942780.69156565
1104,EOSC,68176.50153768
1105,TRA,1021254.46009523
1106,CUMMIES,2155916.16442817
1107,WABI,875681.99637693
1108,FB,193712.98743628
1109,1ART,149606.52019128
1110,SFX,419728.30955962
1111,DIO,125353.0989365
1112,HUSL,0
1113,CCX,17250.00587745
1114,FEX,56193.92152939
1115,KROM,292641.85775148
1116,MDA,286531.51993077
1117,LCC,759.67836229
1118,WELL,116284.90632726
1119,GRO,847306.59765319
1120,XFC,123419.28333252
1121,FCT,50376.53123462
1122,ZEE,98470.12036584
1123,PLOT,1152524.74458837
1124,MPH,117004.74220539
1125,NEBL,266394.29549239
1126,REPO,6346.70055718
1127,NFTB,139160.12966696
1128,OXY,252526.75730338
1129,SARCO,671283.858981
1130,AMB,971573.72186877
1131,SWINGBY,22037.36503393
1132,PAY,1297.7996235
1133,IDLE,2056897.60662108
1134,FREE,21265.83157755
1135,FLG,133003.09905678
1136,LITH,0
1137,PAI,363548.88010886
1138,REVO,5929.65173301
1139,ARDX,0
1140,KONO,0
1141,UFT,2259940.54633681
1142,NANJ,748224.40008447
1143,GENRE,1164.18223576
1144,COLX,2551726.14852948
1145,BRWL,0
1146,LUA,188996.06672094
1147,EQUAD,58871.1272626
1148,FARA,276337.130268
1149,YFIII,337636.9274566
1150,VLD,0
1151,vDOT,0
1152,IDV,153566.27787631
1153,FRM,0
1154,ODDZ,34705.44755469
1155,MINT,371251.7371093
1156,AOA,357576.10341876
1157,vSXP,287.64294739
1158,INSTAR,1517442.71475602
1159,BIFI,437924.39723586
1160,BOOM,14490.83258214
1161,MTA,6875048.54091937
1162,CWS,280292.03852066
1163,ASR,5423084.05551811
1164,EOSDT,127.86648365
1165,PLC,1202195.84376256
1166,CRU,703133.71290458
1167,JUV,812466.53252384
1168,mAMZN,1243794.16811726
1169,DFYN,137750.47225794
1170,BHP,88271.85960888
1171,EBEN,8685.40183922
1172,ACT,1854910.31669247
1173,DPS,39426.54920703
1174,SKEY,25785.76103428
1175,RTH,55337.16944458
1176,FNDZ,349144.28565144
1177,MIR,449332.76282356
1178,ITGR,16137.51126417
1179,MONK,118109.3054603
1180,METAPETS,145503.81544906
1181,XFT,124437.79819871
1182,OXB,389220.55070816
1183,MTH,67236.53142784
1184,DDIM,19756.13422238
1185,XRUNE,1060593.07018979
1186,BDP,403692.29561413
1187,PRT,82954.98731031
1188,PING,0
1189,VDG,664034.4490677
1190,ZT,155918.34949937
1191,MINTME,3711.12058338
1192,CBC,105030.27770977
1193,DEFIT,735596.6043406
1194,CPOOL,240581.31886184
1195,GST,50773.99791903
1196,MUSE,4261250.23368558
1197,PACOCA,7971.48182683
1198,YUMMY,19931.89967523
1199,TRIAS,42602.6255743
1200,VAB,124504.27813824
1201,BCDT,22096.05048116
1202,SCC,509755.55849692
1203,GRC,147608.24090623
1204,SMT,93685.10632343
1205,QCX,115742.2568347
1206,WGR,1588.39182107
1207,OAX,6775.40752266
1208,TOP,472483.78564143
1209,mBABA,0
1210,mNFLX,966142.62407952
1211,USF,157708.11934595
1212,SNY,122770.30126516
1213,TOKO,869972.31450903
1214,RPG,64953.85439764
1215,UMB,13220.97569773
1216,CMT,862757.62646733
1217,DOBO,488027.2997486
1218,LYM,103237.99126178
1219,MASQ,119869.44635264
1220,WEBD,143124.92632351
1221,TFBX,364873.73459629
1222,STEP,445570.20002521
1223,BOTTO,406731.26070816
1224,TARA,156482.07526624
1225,CLH,82043.59336794
1226,VIB,3448478.89048567
1227,RCN,265870.09880977
1228,CS,34737.37832862
1229,KTN,3171956.82537445
1230,SNC,409847.12719089
1231,PMGT,12506.62847543
1232,BONE,52403.88120256
1233,ARCONA,46034.16279089
1234,BIX,1916506.93445862
1235,BASID,290009.76358941
1236,ENQ,364086.47273362
1237,BP,863262.40254274
1238,GRLC,665712.84362204
1239,AFC,324174.29937422
1240,ARMOR,32.27645971
1241,TTN,274274.72553444
1242,ISIKC,0
1243,TENT,60222.11911891
1244,ADAPAD,87562.54250807
1245,IDNA,1330.39472534
1246,mUSO,1134503.42084806
1247,1WO,123947.15909824
1248,MONI,475787.49276391
1249,APIX,0
1250,CFi,94676.19201192
1251,42,2958.14390085
1252,VCF,820942.21757218
1253,eRSDL,0
1254,COV,0
1255,ICNQ,62338.62097765
1256,mQQQ,1723.38028996
1257,MCASH,124555.14312916
1258,BIRD,154332.81699773
1259,SNM,50600.01443373
1260,DTX,50130.45942721
1261,STARSHIP,3138.27860632
1262,EMC2,75592.38204803
1263,SLT,2617894.26137389
1264,TKING,14601.42365409
1265,BTX,153534.90809546
1266,BOLLY,230633.75938022
1267,ESD,456708.75128127
1268,1-UP,795348.80446336
1269,HGET,204207.87967326
1270,SHOPX,1779242.0302133
1271,mMSFT,233343.64205728
1272,XCHF,15286.15083374
1273,KCCPAD,4120.12066104
1274,SFD,4122.85614876
1275,BRKL,1699690.46508836
1276,EDG,333187.47832012
1277,CPT,16376.83356865
1278,FKX,0
1279,XY,72911.12252664
1280,BLOCK,9147.48422905
1281,ONION,1125.10422877
1282,GZONE,131412.92877478
1283,NYC,597642.57979239
1284,ELMON,0
1285,IMT,0
1286,TX,1099129.7595274
1287,SENSO,413938.49114485
1288,CRON,82559.84522877
1289,UNB,36225.52726831
1290,PETS,13154.52952143
1291,NLG,59937.22945407
1292,KLO,894039.3868129
1293,YAM,995.60467155
1294,mTWTR,42218.83493206
1295,RYOSHI,53145.27794756
1296,VINU,65955.15511786
1297,FIN,247752.33773741
1298,SKU,304813.84690639
1299,UNISTAKE,95842.50797578
1300,LIME,1408030.47064753
1301,MONA,3783.43209689
1302,DOGGY,896172.0925002
1303,EXM,48489.06300556
1304,PLR,744104.74802195
1305,SMARTCREDIT,123564.21301218
1306,DON,849904.80103624
1307,UDO,184900.86613541
1308,AMLT,270708.79540705
1309,XIO,73214.69686911
1310,KOM,3658.3772738
1311,OIN,156056.79672
1312,ATT,23448.12140769
1313,EUNO,40.59357282
1314,IF,139592.2870598
1315,CONV,310303.25795263
1316,VIN,29290.88353361
1317,RAZOR,195779.80033983
1318,UFC,28478.55791152
1319,BMI,1183207.8858938
1320,JGN,425496.38462954
1321,OLY,1924842.58744139
1322,LAMB,627668.46356649
1323,BIS,219.65446513
1324,BTCZ,172074.55834784
1325,PUT,6756.37533553
1326,KICK,836155.99608481
1327,MRX,29042.03599738
1328,DITTO,289237.73618301
1329,PEPS,0
1330,LIGHT,99.92817654
1331,NABOX,15025.90230504
1332,STPL,14283.43992135
1333,TOWER,193302.80752833
1334,ALY,74884.25167737
1335,WAB,33239.8859737
1336,FAB,2753.0230979
1337,COMBO,436738.07072227
1338,UBQ,34671.29072872
1339,NFT,1203803.07911514
1340,HPB,228946.53589138
1341,LAYER,0
1342,HYVE,1353288.66415763
1343,CAJ,192.8221804
1344,DIME,343250.50671672
1345,FEAR,0
1346,WAG,81042.84816049
1347,GHOST,7288.2783969
1348,DAX,27801.45609017
1349,GOT,260.3797879
1350,NEWS,656319.28800236
1351,MIST,56494.03830086
1352,DEC,258288.19953521
1353,PLAY,34282.4181561
1354,YUSRA,0
1355,EDEN,3443130.16780357
1356,INEX,0
1357,DOUGH,245.28709726
1358,HTML,4419.88049501
1359,GLC,424809.06154807
1360,TEER,537786.00854222
1361,ONX,2009.32709256
1362,WOOF,25460.16098617
1363,PEOS,151497.62902543
1364,PLA,113224.24265171
1365,OPEN,3682011.65746098
1366,BHC,0
1367,HAKKA,4338.59089395
1368,RET,41608.87086955
1369,VPP,896645.78554565
1370,SKILL,2120339.30880531
1371,SMART,11859.69386277
1372,BIN,115543.15906279
1373,YAE,1524.935291
1374,YOP,763516.2890069
1375,KT,13513.12476573
1376,OG,70191.09955592
1377,EQZ,254776.53943204
1378,DNA,693309.50722898
1379,KEX,505119.84082806
1380,LAND,402379.89172193
1381,KABY,122523.86892078
1382,GTH,94385.06194409
1383,BLANK,0
1384,BONDLY,561077.07082577
1385,BMON,134049.3026239
1386,PAT,621935.4477505
1387,SPWN,38474.34671965
1388,OCTO,149188.69929744
1389,VEX,0
1390,DAPP,98432.79941658
1391,MASS,26403.31011991
1392,BID,3349.78924287
1393,SKY,622598.43353024
1394,NFTI,621.30435457
1395,CVT,573365.63418239
1396,ZUSD,93598.36454005
1397,GLEEC,0
1398,VIDY,599211.49233625
1399,CRD,906552.90065737
1400,DYP,184769.81186625
1401,LOWB,324222.24311051
1402,EM,117970.18258633
1403,LIFE,1113365.19306104
1404,UDOO,140728.08821068
1405,NORD,105297.96369737
1406,TXL,0
1407,DUCK,509284.6939103
1408,CTI,27244.18605284
1409,PWR,1067673.550075
1410,EZ,6484.13536174
1411,TAROT,442313.36850567
1412,QLC,133450.19408617
1413,HVN,4.14684693
1414,NRP,0
1415,EDN,24003.82629989
1416,STAK,518988.81141654
1417,TRUE,23495.92506598
1418,SPC,20681.20955916
1419,BBANK,52196.05307132
1420,KGO,503810.04670085
1421,CPC,870256.442898
1422,SOLX,177474.29952731
1423,WNL,653676.85848713
1424,FINE,371154.62326971
1425,IGG,2109924.13177157
1426,DOSE,10393.90316675
1427,MAN,369542.07008062
1428,SENATE,0
1429,KAMPAY,64119.57765915
1430,RBLX,96878.04084461
1431,ZAP,507027.62910148
1432,FEVR,78908.10529484
1433,DINU,67.82724326
1434,ROCO,87947.34925256
1435,KAT,16300.40181951
1436,YFL,0
1437,SYNC,203361.3293987
1438,CV,144493.37430315
1439,EMC,39725.59696727
1440,XAUR,1417.68755229
1441,$ANRX,1516.06550167
1442,VIG,325394.18387891
1443,XPM,32731.34312458
1444,WSG,7245.87053672
1445,AXPR,1782.76935636
1446,LANC,127372.19451306
1447,KINGSHIB,93934.30696017
1448,UMX,98661.17725865
1449,CHESS,2654855.39433496
1450,FXF,56860.49950758
1451,WOW,88.60382817
1452,LND,246540.80875219
1453,OPIUM,62443.31363043
1454,HOT,228316.04424077
1455,OMNI,24987.29283879
1456,HORD,507.09173311
1457,ASTRO,420.27646482
1458,INT,342161.45862512
1459,CND,72090.38718388
1460,BLK,2061.37507865
1461,S4F,7154.42724971
1462,GIO,64.24372118
1463,EFL,2750.9638231
1464,EGT,0
1465,XSN,0
1466,XHI,2.74916158
1467,GIG,163866.2354564
1468,TCP,0
1469,PKR,221820.92658
1470,SONO,675198.14785493
1471,UAXIE,4812.81796552
1472,PAWTH,752.83974816
1473,HZN,48007.58153037
1474,CSM,0
1475,STRONG,137777.10898223
1476,GMB,58579.79233307
1477,AMON,0
1478,ZNT,48086.06312743
1479,WHITE,5753.30211262
1480,MEDA,174048.56407357
1481,CYC,15831.07469703
1482,MTC,0
1483,PVU,0
1484,FJC,195249.27970341
1485,QRK,136696.38397235
1486,TKP,171678.08036237
1487,MAX,25469.37429007
1488,AIT,2274.36635222
1489,PTF,129152.77033486
1490,BLAST,193857.33771473
1491,HEC,114876.54854117
1492,PRCY,106015.37748483
1493,DPET,156.67327547
1494,YEC,1142022.36613199
1495,KKO,0
1496,DNXC,17376.67471426
1497,ETHPAD,719282.76567576
1498,CORN,6882.28060527
1499,CHADS,1029.27078974
1500,OWC,70.67339965
1501,CUT,452700.36814549
1502,TKY,62443.1523805
1503,PPAY,5160.88454332
1504,VIBE,722337.56746666
1505,HNST,184361.89519045
1506,DDOS,6551.40674807
1507,RYO,770205.19001348
1508,XCV,250621.27521921
1509,GLQ,0
1510,FST,112523.81769417
1511,RINGX,9615850.89869896
1512,BUY,121124.43987424
1513,GCC,3188.59111011
1514,LOCG,15.61202259
1515,TRADE,744944.91846287
1516,TYC,255091.71579133
1517,LINKA,1043642.49519727
1518,FAM,20665.81931563
1519,MCM,201166.68868657
1520,TCC,9649.11218146
1521,HUSH,111.56421064
1522,YETIC,0
1523,EFX,2779.54399496
1524,OKS,67547.6384812
1525,BLKC,94049.82915669
1526,TERC,61138.08090327
1527,LBP,30023.4716618
1528,BANK,19.32578021
1529,FUND,153175.86564176
1530,STA,23930.20042233
1531,DESU,4344.00432841
1532,REDPANDA,198875.42368793
1533,ZDR,0
1534,SRN,9676.40379855
1535,LBA,120592.67665415
1536,EXRN,16628.15864671
1537,VNXLU,0
1538,SILVA,11883.79463498
1539,CMERGE,699853.90248217
1540,NCash,57205.17876455
1541,GOZ,696964.94595821
1542,ZEFU,0
1543,COR,494972.71158662
1544,BANKER,17570.11210284
1545,BTB,112194.87236933
1546,RHYTHM,35426.40965331
1547,YOU,3.4287197
1548,LKR,25834.58780966
1549,HMQ,3780.10202438
1550,WATCH,43296.80185274
1551,POLIS,26326.64258109
1552,UTU,557137.70175152
1553,PBX,230138.10001093
1554,VSO,6769.43271549
1555,URQA,10953.11382711
1556,DAV,32323.34026512
1557,PROS,2656891.08253947
1558,CMERGE,2886.94462716
1559,LBTC,190118.35019758
1560,ETGP,0
1561,DRF,96312.32452071
1562,MYRA,11637.58872954
1563,NEXT,501.42381939
1564,CAPP,110548.32801975
1565,DGX,9732.34388583
1566,AZ,220121.73188319
1567,RAVEN,30976.48977708
1568,GLS,738.68826726
1569,PERI,690549.73240354
1570,SUMO,180183.02804037
1571,FAIR,0
1572,TELOS,0
1573,SHARD,59879.52899158
1574,XCASH,891.4873401
1575,XAMP,11249.11023342
1576,CRBN,579737.37384982
1577,DOP,61443.0045672
1578,BIST,1416099.8016008
1579,ESS,33112.19718243
1580,KART,2244025.31148617
1581,XCUR,17.64918421
1582,LUFC,0
1583,PLF,1649095.01139107
1584,MND,7.09101741
1585,XPD,0
1586,SXUT,28903.34233183
1587,CHX,0
1588,SNET,79328.16216163
1589,KNDC,2.28039123
1590,LEDU,306117.80188401
1591,LANA,3.85792195
1592,UBXS,141486.7874913
1593,NAX,43653.63315402
1594,FSW,132565.894461
1595,ESBC,0
1596,BUY,4573.70167444
1597,8PAY,253087.6523252
1598,MAT,3776.30466301
1599,IETH,76346.65024683
1600,HAND,44284.88498098
1601,SIN,185385.37877118
1602,TUP,142304.82872142
1603,TRTT,23.12205081
1604,FYP,44176.39606128
1605,PMA,12092.97495916
1606,CANN,2.80864436
1607,MEME,77581.4875271
1608,FYD,2936.65303877
1609,CNTR,2093.66945801
1610,LET,21032.40425081
1611,XLA,504044.77734685
1612,GVT,5417.48109194
1613,MARSH,111542.99296266
1614,AME,0
1615,HELMET,767959.6138013
1616,IXC,205146.53870671
1617,DMG,12574.23048359
1618,DINO,2826.80110615
1619,TYPE,682742.91882945
1620,DOGEC,22017.86325295
1621,PLSPAD,158.37325471
1622,PVM,379045.61717375
1623,CSP,0
1624,LAUNCH,72451.73649148
1625,GTC,5708.54386675
1626,BXX,40217.94835311
1627,PWAR,21637.22498591
1628,TIPS,351888.17418792
1629,GSC,5999.88934838
1630,RXS,171682.32159091
1631,FCL,1519.38188392
1632,CRWNY,251251.47100102
1633,LZ,79450.87116291
1634,L2,163146.99382111
1635,ASKO,124.89592953
1636,SWM,1401.94109847
1637,UCA,2646.38697436
1638,VNLA,0
1639,OCN,68948.07356212
1640,1X2,7.35004742
1641,SNB,524.59175891
1642,GEN,14.36798721
1643,BLT,744618.0713496
1644,POT,0
1645,MENGO,75389.02245473
1646,METAX,0
1647,ORS,628621.20582012
1648,PPP,131876.90309254
1649,SYP,44.10328839
1650,TAP,0
1651,SWACE,1083310.59298564
1652,WNT,128231.68048518
1653,QDAO,0
1654,PAD,43144.93174808
1655,FINA,2048613.94258948
1656,UMASK,197.43567976
1657,RUFF,4734.55275552
1658,XRC,234.36811934
1659,PXL,14900.58651026
1660,PGT,600.63369035
1661,CORA,21908.57712388
1662,BCA,300.46393043
1663,FTX,31753.70042112
1664,NCDT,3352990.05941201
1665,SWRV,7860.14200368
1666,TRTL,0
1667,BCUBE,326878.73532399
1668,SKM,0
1669,XPC,0
1670,SEEN,128427.28566143
1671,FNT,0
1672,AG8,12346.88765492
1673,DEV,480164.84722108
1674,UFR,36481.23345413
1675,AITRA,0
1676,WPR,0
1677,NAFT,2172.1858521
1678,VIA,6994.7037
1679,CAT,1113.56916856
1680,BGL,7051.32458298
1681,SMT,0
1682,DOS,1862865.27505934
1683,ZOON,143962.34558487
1684,ARG,54823.00435515
1685,VISION,87127.24061102
1686,DEB,57.672572
1687,WTF,659506.83715545
1688,APYS,9099.70770861
1689,PROPS,184752.24156147
1690,HTD,157855.13864303
1691,X8X,415006.57860265
1692,ITC,29039.11836532
1693,POLI,1188.11109538
1694,PIN,528.1293544
1695,BXC,32703.03610041
1696,GOF,23149.84238884
1697,POR,52366.927437
1698,IDEA,438390.81103323
1699,MGO,332.70864034
1700,WINGS,730.22206935
1701,CURE,4377751.68787215
1702,ELAMA,77852.57086999
1703,APPC,25551.38950144
1704,HGOLD,2667.9763654
1705,SIGN,15861.58437914
1706,DAC,10701.34446382
1707,DOM,0
1708,RHT,217.11683761
1709,ACM,1866.91967586
1710,TAD,80682.74326691
1711,COT,0
1712,CRP,18.14073408
1713,ADM,17226.26270938
1714,ECOM,0
1715,NIOX,77579.39123643
1716,DYN,0
1717,XDN,9994.26216113
1718,STM,44813.28385034
1719,MTN,65483.538615
1720,HOMI,0
1721,PHNX,51155.18626153
1722,OML,444.1992784
1723,VIKKY,73200.39860183
1724,VDL,3.61171998
1725,SOUL,78455.59943877
1726,TPAY,0
1727,MXX,486.40195749
1728,KRB,644.93980366
1729,AMN,0
1730,AM,162821.11736674
1731,GFI,1182762.70262028
1732,vBCH,67798.92222344
1733,PAINT,0
1734,DTA,27722.40906971
1735,XPNET,386.63717679
1736,SFX,35084.985408
1737,BECN,141.382989
1738,FF,425.43181092
1739,STND,227972.31117269
1740,XST,1936.35175936
1741,GARD,40580.10370064
1742,SCCP,98093.76632052
1743,EFC,81236.13930096
1744,CRE8,52655.58976962
1745,LFG,13719.52660992
1746,DHV,25959.96576689
1747,CFL,275334.31177659
1748,OCE,49424.87243575
1749,FACE,214458.61378803
1750,CLS,123787.35538982
1751,OST,38371.88030507
1752,XNL,0
1753,DMT,206.38726004
1754,CANDY,56087.37323631
1755,KTON,1357.79665354
1756,ASAP,83290.11445214
1757,NBOT,2.717e-05
1758,XMY,3922.0288521
1759,RUNE,0
1760,SPHTX,0
1761,SHND,418573.58682492
1762,LXT,50660.65493455
1763,GDAO,136.63370493
1764,AIRT,3360.99339971
1765,QCH,681478.8224759
1766,VEIL,24268.85645099
1767,MUE,11508.34650439
1768,TRIO,84160.983852
1769,NDX,413221.89290654
1770,HTN,141.04900203
1771,UIP,0.03964038
1772,PXC,0
1773,SHIBX,5559.66903219
1774,AMA,301796.71954174
1775,MANNA,1096258.2080375
1776,COOK,16850.96619452
1777,JRT,53888.37242478
1778,ROCKI,431127.65414564
1779,BASE,0.16466329
1780,SPORE,2.674398
1781,RAINBOW,92711.95629952
1782,SHIP,2899.6345101
1783,AVL,53032.57055468
1784,MOTO,379744.9040097
1785,IBP,15932.70312081
1786,ACK,1225.75102472
1787,FORM,300.01029482
1788,SPO,381674.40067228
1789,WORLD,317075.4548177
1790,CRW,0
1791,SETH,1001.80248448
1792,2CRZ,32251.18570213
1793,HANDY,851683.23188229
1794,XBC,333962.7636965
1795,XCT,248.70401157
1796,THC,52606.20090501
1797,GNY,172477.41210699
1798,HTDF,8798.27876553
1799,BOB,21.14701052
1800,PHI,1343.46794939
1801,ZCL,0
1802,MNE,2334.93980599
1803,OPEN,610.38277692
1804,SUB,48012.56071725
1805,KANGAL,200.21297308
1806,DOKI,640.34892807
1807,GENESIS,0
1808,XSR,48818.10085401
1809,XMX,946025.61961891
1810,ARES,0
1811,TRAVA,50950.827945
1812,SWT,9.83344731
1813,TONS,247.96153685
1814,AEON,697.64547657
1815,LCS,76550.41954188
1816,VGW,0
1817,SAUBER,43759.05605161
1818,DACS,0
1819,PAK,0
1820,ΤBTC,32714.924517
1821,BHD,10552.24312992
1822,ALN,156229.96974034
1823,BHO,790179.07765036
1824,GALO,55.95245531
1825,FLIXX,6016.57763262
1826,XPN,1214.66160651
1827,BITS,103128.08539943
1828,CHEEMS,6531.56564933
1829,DEPAY,1440.39411651
1830,SMLY,84110.11296656
1831,SMG,0
1832,DEAL,40754.6807292
1833,EBA,300595.33288764
1834,VNT,61.51396992
1835,NRV,58414.34396111
1836,BZE,3145.63596767
1837,DOWS,308.20055212
1838,HIT,103103.48805127
1839,D,57805.20741682
1840,MAKI,0
1841,AUC,30.55443737
1842,TERA,2432.09459845
1843,LEAD,134447.73968539
1844,EBST,589545.3748538
1845,PUPPY,1682702.51786267
1846,BPS,63471.905295
1847,ROYA,46976.24263542
1848,SPFC,40009.783575
1849,PHT,1618.39245043
1850,DTH,6087.83970983
1851,TCH,108.06702041
1852,YBO,39.92976828
1853,CTT,133661.02168767
1854,BATH,6835.08798032
1855,KTLYO,20423.30316238
1856,MVP,152064.03783144
1857,TSX,101863.78448155
1858,CUMSTAR,1959761.09013035
1859,PCNT,0
1860,PHR,135.04407593
1861,YOYOW,95170.30095151
1862,TIDAL,2832.14482826
1863,CRX,0
1864,WISH,0
1865,BAC,1645.83010853
1866,BEM,0
1867,ADD,0
1868,TOL,1442588.91449104
1869,1MT,27845.02968537
1870,BUZZ,18.57783074
1871,BRY,5407.59125941
1872,TRC,0
1873,EOSDAC,782589.38360705
1874,1EARTH,94134.14808855
1875,NUX,250617.08768104
1876,XLAB,89728.5732641
1877,ETHYS,21507.465021
1878,BLINK,7.60646752
1879,CLAM,468.97814678
1880,RENA,33621.69668378
1881,KCASH,876.06722341
1882,STAR,330685.08676231
1883,XTAG,99615.62715717
1884,DYNA,42481.58503082
1885,SAKE,292815.02019766
1886,DWEB,57257.60102888
1887,HTZ,9103.53883019
1888,XTP,44347.43457199
1889,ELEC,153.18475541
1890,MTLX,2916.24742892
1891,DDD,72933.19766923
1892,DRC,41632.3746524
1893,WELT,546361.3406334
1894,EVED,230.14984176
1895,BEER,48553.86619052
1896,BID,182720.2863848
1897,MDS,538609.83658297
1898,BOMB,219352.5582645
1899,NCT,16557.50402342
1900,yTSLA,0
1901,EKT,44.99347054
1902,MNTP,67.81116347
1903,OSWAP,29929.51811805
1904,PASC,203443.86043168
1905,GLINT,0
1906,GPYX,62189.92179863
1907,XDOGE,169445.33269527
1908,MES,0
1909,LDOGE,9431.31726677
1910,RAZE,8245.35594369
1911,SNOW,822.36969213
1912,PST,46736.81588395
1913,eYe,149358.28666238
1914,GSAIL,5.92368628
1915,RVC,0.21316208
1916,NTK,1923.46078019
1917,LOOT,0
1918,DRT,14221.98445523
1919,ATL,15896.64584233
1920,HYDRO,300074.55657954
1921,MOWA,2058.32748732
1922,WSPP,2077410.94500778
1923,NEXT,7611.99586872
1924,CVR,33521.66869697
1925,ACCEL,6666.17486963
1926,ETNA,208361.07805803
1927,RIO,99733.43952
1928,BNU,730.47916268
1929,VDR,19.92734138
1930,UBEX,63.20691846
1931,MBC,25907.93168101
1932,NAME,151439.35181392
1933,CSPN,0
1934,IBFK,151405.35628247
1935,GOLD,340985.05445705
1936,DVC,746.45187953
1937,ASPO,61023.33214435
1938,NIFT,1671.39506924
1939,PAR,0
1940,MCT,60998.84090524
1941,KNIGHT,585.54536667
1942,RISE,184291.20432387
1943,BOX,39610.92788872
1944,MAX,9.21650977
1945,TRST,114753.44925
1946,N8V,63187.836074
1947,YIELD,0
1948,AIRI,231924.720435
1949,RATING,1.58538625
1950,NNI,89952.93816367
1951,AYA,0
1952,OCT,140612.013828
1953,PINK,162.13408084
1954,SAM,51903.10541088
1955,STV,35334.12326486
1956,RONINGMZ,0
1957,HQX,262.03071871
1958,CNB,13029.11746879
1959,APL,0
1960,XIV,209002.82079365
1961,LYNC,169827.74382227
1962,TUBE,0
1963,LML,5743.9138797
1964,WG0,317807.20354611
1965,NYZO,39343.18205597
1966,ATP,96.46019565
1967,LOBS,0
1968,SAO,4488.7779495
1969,QUAI,0
1970,VAULT,33257.704788
1971,ZENI,0
1972,ADABOY,11792.86622659
1973,FS,8607.18792889
1974,UUU,12993.80003438
1975,KP4R,12026.21372146
1976,SET,0
1977,ADC,1.18983713
1978,IND,13252.59537868
1979,VLXPAD,130428.41312537
1980,KIT,16256.53736392
1981,KEYFI,448591.59662934
1982,CNTM,3228.2443872
1983,PFL,390860.25290626
1984,EDR,18.63778937
1985,GEO,57503.86994715
1986,BLUE,5795.98352785
1987,MNC,0
1988,TIK,1072.6551062
1989,OLXA,0
1990,GS,53.66568915
1991,SDT,319747.57851688
1992,CHAT,0
1993,PXG,24443.64671482
1994,TIP,29884.31432792
1995,OK,325.2117957
1996,DOGES,0
1997,DIT,0.11208016
1998,NDR,0
1999,RENDOGE,0
2000,RELI,41239.44417
2001,BTO,9940.57291205
2002,QUIN,46.20008801
2003,ALT,205.83628018
2004,RNT,0
2005,XNK,4507.2841467
2006,ZORA,0
2007,IOC,3285.85412978
2008,ELAND,0
2009,NAVI,0
2010,NAAL,1498.74668389
2011,LDFI,51224.84864345
2012,NIX,0
2013,COIN,896.17109408
2014,BXY,0
2015,TRADE,99596.27248442
